no,name,category,description,member_count,day,period,room,3d_modeling,AI,STEM,academic,academic_support,aerospace,algorithms,animal_welfare,anime,anthropology,astronomy,badminton,baseball,basketball,billiards,biology,board_games,business,charity,cheerleading,chemistry,chinese_culture,climbing,coffee,community_service,competition,computer_science,craftsmanship,creative_arts,culture,cybersecurity,cycling,dance,data_science,debate,design,dodgeball,drones,economics,engineering,entrepreneurship,environment,equestrian,experiments,fashion,fencing,figure_skating,film,finance,fitness,food,football,forensic_science,frisbee,game_development,gaming,gender_studies,geography,geology,golf,hands_on,health,history,hobbies,humanities,investment,journalism,language_learning,law,linguistics,literature,machine_learning,magic,mahjong,martial_arts,math,media,medicine,mental_health,meteorology,motorsport,music,nutrition,outdoor_sports,peer_support,performing_arts,personal_growth,philosophy,photography,physics,pickleball,politics,programming,psychology,racquet_sports,rc_racing,religion,research,rhythm_games,robotics,rowing,running,scuba_diving,skiing,social_sciences,speedcubing,sports,strategy,swimming,table_tennis,tcg,tchoukball,teaching,team_sports,technology,tennis,theater,visual_arts,voice_acting,volleyball,volunteer,water_sports,web_development,wellness,winter_sports,writing,yoga
181,Scuba Diving Club,SPORTS,"SCIE Scuba Diving Club is a sports-focused ECA dedicated to promoting scuba diving culture and marine environmental protection. We welcome both PADI-certified divers and ocean-loving students without certification as land volunteers. We run regular sessions on PADI OW foundational theory, diving safety and marine ecosystem knowledge. In summer, we organize certified open-water diving trips to Shenzhen Dapeng, with free equipment including BCD and wetsuits provided. Members can take part in public-welfare dives to clear marine litter, earning community service hours while contributing to ocean conservation. Our club aims to build a community for diving enthusiasts, foster marine protection awareness, and provide safe, well-organized opportunities to explore the underwater world.",1,tuesday,period11,A212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
182,Sesame Society,SOCIAL Volunteers and charitable projects,"Our ECA will mostly focus on the cat Sesame, observing its behaviors (e.g health…). More than that, this year we will attempt to introduce stray animals. Our ECA activities are mostly practical based, which we thought it will be more attractive and memorable.",1,tuesday,period13,B221,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Shakespeare's Society,ACADEMIC Languages,"At Shakespeare’s Society we aim to help IGCSE and A-level students attain skills to further their creative writing. Creative writing is a crucial part of English language and is most times an overlooked and underperforming part of exams for students. From the structure to the use of imaginative vocabulary, we hope to give a better and more in-depth outline of creative writing, as well as plenty of practice and examples, which will help students reach their full potential of storytelling.",1,monday,period11,B524,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
184,She Knew,SOCIAL Volunteers and charitable projects,"We are a student-led community dedicated to empowering young people to find their voice, build confidence, and think critically about the world around them threw off-campus seminars and open discussions. Our goal is not to give answers, but to create a safe space where teenagers can ask bold questions, challenge stereotypes, and support one another in becoming more thoughtful, independent individuals. We also aim to promote gender equality within campus, creating a safe and welcoming environment for students. We’ll also have an exhibition to showcase our work in the end.",1,friday,lunchtime,A207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Shenzhen International Student Football Fans Club,SOCIAL Social sports and physical recreation,"The Shenzhen International Student Football Fans Club has operated for one academic year and is applying to continue its work. We are a student-led football community that connects SCIE students with local football culture through media, discussion, and supporter activities. During our first year, we produced and published original football content on our WeChat account, including filmed interviews with Shenzhen Juniors Football Club striker Arnold Garita and coach Ramiro Amarelle. These interviews explored players’ professional journeys, training, adapting to football in Shenzhen, and the work behind a local club. We planned questions, conducted interviews, filmed and edited videos, created bilingual subtitles, and shared the final content with students online. This year, we hope to continue documenting Shenzhen football while building a welcoming community for students who enjoy the sport.",1,friday,lunchtime,A202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Silver Impact Initiative,SOCIAL Volunteers and charitable projects,"Silver Impact Initiative is a student-led club dedicated to improving the lives of older adults through science, community action, and youth leadership. Each month, members explore a real-world challenge affecting older adults, learn from scientific research and experts, and develop practical ideas to address the issue. Not only do we aim to help the elderly, we also reflect upon ourselves after identifying the issues of the elderly to learn how to avoid some preventable issues. Our activities follow a four-step model: Learn → Ideate → Act → Reflect. Students may participate in research, volunteering, community projects, design, or innovation. Members also have opportunities to become Project Leaders, where they develop an idea, form a team, coordinate implementation, and measure the project’s outcomes all with the help of resources of the ECA and its members . Projects remain part of the broader Silver Impact Initiative, allowing future students to build upon previous work and creating continuity beyond individual events. Our initial topics include cancer, Alzheimer’s disease, and hearing loss, with a particular focus on developing a long-term hearing-care initiative for older adults. We aim to connect students with appropriate experts, healthcare institutions, community organizations, and nonprofit or foundation resources where possible.",4,thursday,period11,B526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
187,Singularity Nexus,ACADEMIC Mathematics and computer sciences,"Singularity Nexus — where Mathematics, Physics, Algorithms, and Strategy converge. Basic Information: Singularity Nexus is a club dedicated to logical thinking and advanced problem-solving across Mathematics, Physics, Algorithms, and Game Theory. Weekly sessions include teaching core concepts and problem-solving techniques, followed by discussions of challenging problems designed by club leaders. Each year, we create original problems for competitions. Purpose: We bring together students who are passionate about logical thinking and interdisciplinary problem-solving. The club provides a platform for members to exchange ideas, find like-minded peers, and support each other’s learning. Through peer teaching and collaborative discussion, we aim to strengthen SCIE students’ competitiveness and enrich campus life.",1,wednesday,lunchtime,A507,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Skiing Society,SPORTS,"Skiing Society is a student-run community for skiers and snowboarders of all levels. We are dedicated to creating a supportive, peer-driven environment where members help each other improve, regardless of experience. Every weekend (Saturday or Sunday), the club organises trips to Huafa Indoor Ski Resort in Shenzhen for regular training sessions. Beginners are warmly welcomed—experienced members provide guidance on fundamentals, while more advanced riders share tips on technique and control. Through mutual support and consistent practice, every member can progress safely and confidently. During school holidays, the club also arranges group ski trips to outdoor resorts, offering opportunities to explore real mountains and strengthen friendships beyond campus. Whether you are a complete beginner or an experienced skier, SCIE Ski Club is a place to learn, grow, and share your passion for snow sports. Join us and take your first run with a community that has your back.",1,friday,lunchtime,A210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
189,Social Deduction Board Game Club,SOCIAL Interests and hobbies,"Social Deduction Board Game Club is a place for students to enjoy strategy-based social games such as Blood on the Clocktower and Werewolf. Members will practise reasoning, communication, persuasion, and teamwork while interacting with different players in a relaxed environment.",1,tuesday,period11,A507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Society of Chinese Metaphysics,ACADEMIC Social sciences,"this is a society that gathers students who are keen on traditional Chinese metaphysics theory, and the unique philosophy beneath it.",1,tuesday,period11,A211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Sparkling Dance Club,SPORTS,"Sparkling is the ideal platform for students who love dancing and aspire to grow as confident performers. Through structured weekly practices and performance preparations, the club helps members refine their dancing skills and gain stage experience at major school events like the SGT, NYC, Halloween, and Fashion Show, immersing themselves in the school’s lively culture. Additionally, the club organizes activities such as random dance sessions during Senior Week, spreading the joy of dance to the wider school community.",1,tuesday,period11,H101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,SpeedCubing,SOCIAL Interests and hobbies,"The Speedcubing Club is a dynamic and inclusive extracurricular activity dedicated to the art of solving twisty puzzles—most notably the iconic Rubik's Cube—as efficiently as possible. Whether students are complete beginners looking to solve their very first cube or experienced speedcubers aiming to shave seconds off their personal bests, this club provides a supportive and engaging environment for all skill levels. Members will learn foundational solving methods, advanced methods like CFOP (Cross, F2L, OLL, PLL), and optimal finger trick techniques. Beyond just solving puzzles, the club fosters a strong sense of community, encouraging members to share strategies, participate in friendly internal competitions, and celebrate each other's progress. Speedcubing is not just about fast hands; it challenges the mind, builds spatial awareness, and teaches perseverance. Join us to improve your dexterity, challenge your brain, and be part of a vibrant community!",1,thursday,period11,B423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Starry Musical,SOCIAL Interests and hobbies,"Starry Musical aims to provide a platform for discussions between musical lovers and works for the publication of musicals. We welcome every musical lover, or anyone willing to know about musicals. Unlike other musical-related clubs focusing on performing musicals, we mainly create a place for non-singers and non-actors to feel the charm of musicals, which is also a promotion of the thought that “musicals are for everyone as long as you are interested in it”. We will discuss official recordings of musicals, including famous and outstanding foreign ones from Broadway or West End, and more importantly, some Chinese musicals. We want to promote and publicize that there are also good musicals in China, originally produced by Chinese playwrights and Chinese musical actors and actresses. After watching every musical, we plan to showcase our understanding and publicize the musicals by posting videos on social media. Starry Musical channel has already been registered on many platforms online. Everyone in Starry Musical would be responsible for part of the videos, including but not limited to video editing, speakers in the videos and scriptwriters. Also, we plan to link musicals to other topics, like mental illness, depending on the musicals we are watching.",2,tuesday,period11,A202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
194,Steam & Spark Society,ACADEMIC Technology and engineering,"The FTC Robotics ECA is a student-led team that designs, builds, and tests a robot for the FIRST Tech Challenge. Members will work together throughout the engineering process, from understanding the competition requirements and developing initial ideas to creating CAD models, manufacturing parts, assembling mechanisms, and testing the completed robot. The ECA will introduce members to practical skills such as CAD, 3D printing, mechanical assembly, tool use, and robot design. Members with different levels of experience are welcome, and more experienced students will help teach and guide newer members. Through hands-on projects, members will learn how individual components work together as part of a complete robotic system. Our main aim is to prepare for the FTC competition while creating a collaborative environment where members can experiment, solve problems, learn from mistakes, and turn their ideas into a working robot.",7,friday,period11,A501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
195,Sustainable Development Initiative,SOCIAL Interests and hobbies,"Sustainable development initiative has been running for three years. Our hope and mission is to find sustainable ways of living and developing by experimenting in our school and advocate for attention. Our projects include the sustainable garden, which uses zero-chemicals in the growing, and the compost plan, which collaborates with the GC department to make organic compost from kitchen wastes and fallen leaves.",1,friday,lunchtime,A205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,TCG Club,SOCIAL Interests and hobbies,"Provides a place for TCG game competition, communication, and trading.",1,tuesday,period11,A411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,TEDxSCIE,SOCIAL Active and performance,"TEDxSCIE is the a student-led organisation at SCIE. Since 2017, we have run for 9 years and delivered 8 annual conferences, each bringing together many students and teachers. We turn ""Ideas Worth Spreading"" into practice by creating an open platform for genuine intellectual exchange. Our weekly workshops cover topic brainstorming, speech writing, verbal delivery, body language, and confidence-building. We also use internal speech competitions to help members improve through practice. The team is divided into four functional departments: Academic, Publicity, Planning, and External Relations. Members get hands-on experience in every stage of organising a large-scale event—from theme selection and speaker outreach to stage execution and on-site coordination. Last academic year, we received the Best Leadership ECA award at SCIE.",1,monday,period11,A219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,THE GROVE ——The Student Hideout,SOCIAL Media and creative,"The Grove is a student-led creative community that aims to create a welcoming space where students can connect, explore new experiences and feel free to be themselves. In a busy school environment, students may sometimes feel stressed, disconnected or unsure where they belong. The Grove provides a supportive environment where students can build meaningful connections through shared experiences and collaborative activities. Rather than focusing on one fixed hobby, The Grove encourages members to explore different interests and create experiences together. Activities may include creative workshops, discussions, film sessions, hands-on projects and other ideas proposed by members. While activities can change, the experience remains the same: connecting with others, creating something together and growing as a community. Most importantly, members are not simply participants. They are encouraged to contribute ideas, take responsibility and gradually lead projects. Through this process, students develop communication, collaboration, organization and leadership skills in an authentic environment. Like a grove formed by many individual trees, The Grove grows through the unique identities and contributions of every member.",1,monday,period11,A519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,THE Wotagei M@STERS,SOCIAL Interests and hobbies,"The club focuses on WotaGei, a dynamic Japanese pop dance born out of the glowsticks moves originally for fans to express the support to the people they like on stages. The dancer usually holds two high-brightness glowsticks, and perform intensely, leaving beautiful trails of light in the air. The study of OtaGei, the varient of WotaGei will also be involved in the club activities. Unlike WotaGei, OtaGei uses no glowsticks, and is typically not considered as stage performances. Instead, it is more of a relax meathod for the dancer to immerse and enjoy the background music. For the estimated 20 years since WotaGei has been founded, numerous enthusiasts have been creating new Wotagei choreography, also known as Waza. There will always be new things to learn and perfect in this unique foreign dance.",1,monday,period11,G021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Tchoukball Club,SPORTS,"This is Tchoukball ECA, we come together due to the passion for this amazing sport. You may not have even heard of this, but you will learn it in your core PE classes. This is a sport that originated in Switzerland and is now becoming popular in most Asian countries and Regions. This sport is super fun; you won't have any aggressive body contact; instead, all you need to do is work closely with your teammates, act fast, and try your best strategy and angle to attack the net to get points. If you want to make friends with each other and get really interesting experiences, please come to our ECA. Here you can find the best way that teamwork and strategy work with each other. This year, we have two vice presidents: Ethan 24050 and Vitas 25447.",1,friday,lunchtime,H100A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
201,"Technology, History & Society Forum",ACADEMIC Others,"Our extracurricular activity group is dedicated to creating a safe, open, and comfortable environment where students can freely exchange their unique insights into 3D modeling and explore its practical applications in historical technology, daily life and society. Beyond sharing technical skills, we strive to foster meaningful dialogue among members, encouraging everyone to draw new inspiration and innovative ideas from each other's experiences. We believe learning is a collaborative process, where through active discussion and mutual support, each participant gains valuable knowledge that transcends the software itself. Furthermore, we are committed to translating collective expertise into concrete action. By building a united and collaborative team, we aim to bridge the gap between modeling theory and real-world engineering challenges. Our ultimate goal is to design and implement innovative solutions that meet societal needs—whether it's assistive devices, sustainable design, or community-centered projects. Through this process, we hope to not only enhance our technical skills but also cultivate social responsibility and teamwork, demonstrating that even small-scale creations can have a profound impact on the world around us.",1,thursday,period11,A410,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
202,Tencent volunteering teaching (TVT),SOCIAL Volunteers and charitable projects,"TVT (Tencent Volunteer Teaching) is a platform provided by Tencent Volunteer Organization that connects top-performing students with learners in remote areas through online tutoring. Since launching in 2022, TVT has deeply connected outstanding students from top schools in Beijing, Shanghai, Shenzhen, and even from the UK's G5 universities with students in remote areas who are eager to broaden their horizons and improve their academic performance.",1,friday,period11,A206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0
203,The Cloud Watchers,ACADEMIC Natural sciences,"The Cloud Watcher is a scientific observation and study group focused on the atmospheric phenomenon. Members learn to identify and classify clouds and optical phenomena (e.g., halos, rainbows), understand their formation principles through atmospheric physics and meteorology, and explore related wider topics such as front, air mass, storm and terrestrial effects. Activities combine outdoor sky observation, data analysis, and group discussion, fostering both scientific inquiry and a deeper connection with the natural environment.",1,tuesday,lunchtime,A206,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,The Economics reading club,ACADEMIC Social sciences,"The Economics Reading Club is a student-led enrichment programme designed for our most able and intellectually curious economists, offering a bridge between the A-Level syllabus and the wider world of economic thought. Run by the Economics Department, the club draws on preliminary reading lists recommended by Oxford and Cambridge for Economics applicants, giving students genuine exposure to the kind of texts, arguments, and thinkers they will encounter at university and in admissions interviews.",0,tuesday,period11,A215,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,The International Lens,ACADEMIC Social sciences,"The International Lens is for students who see a major news story and think, “I know this matters—but what is actually going on?” Our aim is to make politics, economics, and global affairs easier to understand and much more enjoyable to explore. Each week, we will choose a real event, explain the background in beginner-friendly language, and then do something interactive with it. Members might run a mock election, represent different countries in a crisis, investigate a suspicious headline, compete in a geography challenge, or debate what a government should do next. No previous knowledge is required, and nobody should feel embarrassed about asking a “basic” question. Members will also take turns sharing topics they find interesting and helping one another understand difficult ideas. Last year, we built The International Lens website, which includes beginner lessons, country profiles, event explanations, and a forum. The website will remain a useful resource, but the heart of the ECA will be learning, discussing, questioning, and discovering how surprisingly connected the world is.",1,tuesday,lunchtime,A201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,The Magical Unicorn,ACADEMIC Visual and performing arts,"Stepping into the spotlight to make an audience roar with laughter and bring a fairy-tale world to life! Join us for this term's pantomime, The Magical Unicorn — a tale of adventure, friendship, and a little bit of mischief! Whether you love acting, singing, dancing, designing costumes, marketing, or working behind the scenes with lights and sound, there's a place for you in this production. No experience necessary — just enthusiasm and a willingness to have fun!",0,thursday,period11,G017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
